ID_Image,pct_rouille,rugosite,score_dispersion_taches,label_malade
1711617146714.jpg,0.10598618614362268,945.3659918832618,0.887242988851599,0
1711617151533.jpg,0.18430623652222425,3626.944688166591,2.313854751042326,0
1711617157630.jpg,0.029404235871827552,657.629865839683,2.050954833416891,0
1711617159123.jpg,0.1826104430127945,1574.8227894260476,1.8463129131125142,0
1711617163472.jpg,0.06718255882510586,2188.0056935541634,3.151302405361203,0
1711617169699.jpg,0.0624130632799299,841.728558596168,3.4188034188034186,0
1711617171196.jpg,0.023150297640949613,929.4522978439321,3.467606773391897,0
1711617175184.jpg,0.05174777564928347,1749.0683722297624,2.528053656649039,0
1711617175185.jpg,0.07531082429985499,1570.851943655546,3.608238215172463,0
1711617182242.jpg,0.07149257194057553,1031.8211963088968,2.5736665423349496,0
1711617188132.jpg,0.05038729943302002,2120.6257972564485,5.905301410859341,0
1711617192308.jpg,0.06048367104365689,903.3169906873868,1.9717748188847286,0
1711617195463.jpg,0.055571729236554776,580.6111457462519,1.033306098909021,0
1711617195562.jpg,0.02211356084962133,1009.3760653492824,3.771289537712895,0
1711617200221.jpg,0.03194905787448095,2860.8340078412843,11.82261864692023,0
1711617208255.jpg,0.10166233905292181,496.9432911550644,1.092723514620114,0
1711617212000.jpg,0.033314448356332536,739.3303507286495,2.469835614219775,0
1711617213408.jpg,0.059919324273106284,2206.9426303967207,4.359906928411684,0
1711617220460.jpg,0.0354379081281195,1006.7342354789473,3.182782661412549,0
1711617227377.jpg,0.04303280611376307,2551.5124930960883,4.641310780923901,0
1711617230199.jpg,0.12985066666666667,600.9477504359334,1.0473462095308506,0
1711617245711.jpg,0.021444917260248702,2520.9334355847413,13.092979127134724,0
1711617249079.jpg,0.14786056766128686,863.2224544823581,1.4476362813843022,0
1711617255014.jpg,0.021214041449867115,1107.6401858573408,5.349636988918609,0
1711617261667.jpg,0.053851542790345465,3948.305015369253,3.8851012632845396,0
1711617264702.jpg,0.16492575860683628,1665.8896899357521,2.701045619500555,0
1711617265059.jpg,0.1328011804667967,647.1019861551172,0.5826803295157725,0
